"","MS_SubClass","MS_Zoning","Alley","Lot_Shape","Land_Contour","Utilities","Lot_Config","Land_Slope","Neighborhood","Condition_1","Condition_2","Bldg_Type","House_Style","Overall_Qual","Overall_Cond","Roof_Style","Roof_Matl","Exterior_1st","Exterior_2nd","Mas_Vnr_Type","Exter_Qual","Exter_Cond","Foundation","Bsmt_Qual","Bsmt_Cond","Bsmt_Exposure","BsmtFin_Type_1","BsmtFin_Type_2","Heating","Heating_QC","Central_Air","Electrical","Kitchen_Qual","Functional","Fireplace_Qu","Garage_Type","Garage_Finish","Garage_Qual","Garage_Cond","Paved_Drive","Pool_QC","Fence","Misc_Feature","Sale_Type","Sale_Condition","PID","Lot_Frontage","Lot_Area","Year_Built","Year_Remod_Add","Mas_Vnr_Area","BsmtFin_SF_1","BsmtFin_SF_2","Bsmt_Unf_SF","Total_Bsmt_SF","First_Flr_SF","Second_Flr_SF","Low_Qual_Fin_SF","Gr_Liv_Area","Bsmt_Full_Bath","Bsmt_Half_Bath","Full_Bath","Half_Bath","Bedroom_AbvGr","Kitchen_AbvGr","TotRms_AbvGrd","Fireplaces","Garage_Yr_Blt","Garage_Cars","Garage_Area","Wood_Deck_SF","Open_Porch_SF","Enclosed_Porch","Three_season_porch","Screen_Porch","Pool_Area","Misc_Val","Mo_Sold","Year_Sold","Sale_Price"
"45","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","OneFam","One_Story","Other","Average","Other","CompShg","VinylSd","VinylSd","Other","Other","Typical","PConc","Other","Typical","Other","GLQ","Unf","GasA","Excellent","Y","SBrkr","Other","Typ","Good","Attchd","Fin","Typical","Typical","Paved","No_Pool","No_Fence","None","Other","Other",528150070,100,12919,2009,2010,760,3,0,142,2330,2364,0,0,2364,1,0,2,1,2,1,11,2,2009,3,820,0,67,0,0,0,0,0,3,2010,611657
"46","Other","Residential_Low_Density","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","Other","One_Story","Good","Average","Gable","CompShg","VinylSd","VinylSd","Other","Good","Typical","PConc","Good","Typical","Other","GLQ","Unf","GasA","Excellent","Y","SBrkr","Good","Typ","Good","Attchd","RFn","Typical","Typical","Paved","No_Pool","No_Fence","None","Other","Other",528175010,44,6371,2009,2010,128,3,0,625,1358,1358,0,0,1358,1,0,2,0,2,1,6,1,2010,2,484,192,35,0,0,0,0,0,6,2010,224000
"47","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density","No_Alley_Access","Regular","Other","AllPub","Inside","Other","Other","Norm","Norm","OneFam","One_Story","Other","Average","Other","CompShg","VinylSd","VinylSd","BrkFace","Other","Typical","PConc","Other","Typical","Other","GLQ","Unf","GasA","Excellent","Y","SBrkr","Other","Typ","Good","Attchd","Fin","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",528176010,110,14300,2003,2004,1095,3,0,1473,2846,2696,0,0,2696,1,0,2,1,3,1,10,2,2003,3,958,220,150,0,0,0,0,0,6,2010,500000
"48","Other","Residential_Low_Density","No_Alley_Access","Regular","Lvl","AllPub","Other","Gtl","Other","Norm","Norm","OneFam","Two_Story","Other","Average","Gable","CompShg","VinylSd","VinylSd","BrkFace","Good","Typical","PConc","Good","Typical","Other","GLQ","Unf","GasA","Excellent","Y","SBrkr","Good","Typ","Other","Attchd","Fin","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",528176070,105,13650,2002,2002,232,3,0,1093,1671,1687,563,0,2250,1,0,2,1,3,1,7,1,2002,3,756,238,130,0,0,0,0,0,6,2010,320000
"49","Other","Residential_Low_Density","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","Other","One_Story","Other","Average","Other","CompShg","Other","Other","BrkFace","Other","Typical","PConc","Other","Typical","No","GLQ","Unf","GasA","Excellent","Y","SBrkr","Other","Typ","Good","Attchd","RFn","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",528180070,61,7658,2005,2005,412,3,0,1296,1752,1752,0,0,1752,1,0,2,0,2,1,6,1,2005,2,576,196,82,0,0,0,0,0,2,2010,319900
"50","Other","Residential_Low_Density","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","Other","One_Story","Other","Average","Gable","CompShg","VinylSd","VinylSd","Other","Good","Typical","PConc","Good","Typical","Other","GLQ","Unf","GasA","Excellent","Y","SBrkr","Good","Typ","Good","Attchd","RFn","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",528181050,41,7132,2006,2006,178,3,0,1346,1370,1370,0,0,1370,0,0,2,0,2,1,6,1,2006,2,484,120,49,0,0,0,0,0,4,2010,205000
"51","Other","Residential_Low_Density","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","Other","Two_Story","Good","Average","Gable","CompShg","VinylSd","Other","Other","Good","Typical","PConc","Good","Typical","No","Unf","Unf","GasA","Excellent","Y","SBrkr","Good","Typ","No_Fireplace","Other","RFn","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",528188120,36,2628,2003,2003,106,7,0,764,764,764,862,0,1626,0,0,2,1,2,1,6,0,2003,2,474,0,27,0,0,0,0,0,6,2010,175500
"52","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Other","Gtl","Other","Norm","Norm","OneFam","One_Story","Above_Average","Average","Gable","CompShg","VinylSd","VinylSd","None","Good","Typical","PConc","Good","Typical","No","Unf","Unf","GasA","Excellent","Y","SBrkr","Good","Typ","No_Fireplace","Attchd","Fin","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",528218150,100,18494,2005,2005,0,7,0,1324,1324,1324,0,0,1324,0,0,2,0,3,1,6,0,2005,2,430,36,23,0,0,0,0,0,1,2010,199500
"53","Other","Residential_Low_Density","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","Other","One_Story","Good","Average","Gable","CompShg","VinylSd","VinylSd","BrkFace","Good","Typical","PConc","Good","Typical","Other","GLQ","Unf","GasA","Excellent","Y","SBrkr","Good","Typ","No_Fireplace","Attchd","Fin","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",528228285,43,3203,2006,2006,14,3,0,1129,1145,1145,0,0,1145,0,0,2,0,2,1,6,0,2006,2,437,100,116,0,0,0,0,0,1,2010,160000
"54","Other","Residential_Low_Density","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","Other","One_Story","Other","Average","Gable","CompShg","VinylSd","VinylSd","BrkFace","Good","Typical","PConc","Good","Typical","No","GLQ","Unf","GasA","Excellent","Y","SBrkr","Good","Typ","Typical","Attchd","Fin","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",528228440,43,3182,2004,2005,16,3,0,1232,1256,1269,0,0,1269,0,0,2,0,2,1,6,1,2004,2,430,146,20,0,0,144,0,0,4,2010,192000
"55","Other","Residential_Low_Density","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","OneFam","Other","Good","Average","Gable","CompShg","VinylSd","VinylSd","None","Good","Typical","PConc","Good","Typical","No","GLQ","Unf","GasA","Excellent","Y","SBrkr","Good","Typ","Good","Other","Fin","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",528231020,67,13300,2004,2004,0,3,0,58,384,744,630,0,1374,1,0,2,1,3,1,7,1,2004,2,400,100,0,0,0,0,0,0,6,2010,184500
"56","Other","Residential_Low_Density","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","OneFam","Two_Story","Above_Average","Average","Gable","CompShg","VinylSd","VinylSd","None","Good","Typical","PConc","Good","Typical","No","GLQ","Unf","GasA","Excellent","Y","SBrkr","Good","Typ","Typical","Other","Fin","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",528240070,0,7851,2002,2002,0,3,0,235,860,860,1100,0,1960,1,0,2,1,4,1,8,2,2002,2,440,288,48,0,0,0,0,0,5,2010,216500
"57","Other","Residential_Low_Density","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","OneFam","Two_Story","Good","Average","Gable","CompShg","VinylSd","VinylSd","None","Good","Typical","PConc","Good","Typical","No","Unf","Unf","GasA","Excellent","Y","SBrkr","Good","Typ","Good","Other","Fin","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",528240130,63,8577,2004,2004,0,7,0,847,847,847,886,0,1733,0,0,2,1,3,1,7,1,2004,2,433,144,48,0,0,0,0,0,4,2010,185088
"58","Other","Residential_Low_Density","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","OneFam","Other","Good","Average","Gable","CompShg","VinylSd","VinylSd","None","Typical","Typical","PConc","Good","Typical","No","GLQ","Unf","GasA","Excellent","Y","SBrkr","Typical","Typ","Typical","Other","Fin","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",528250100,0,7750,2000,2000,0,3,0,134,384,774,656,0,1430,0,0,2,1,3,1,7,1,2000,2,400,180,0,0,0,0,0,0,4,2010,180000
"59","Other","Residential_Low_Density","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Other","Gtl","Other","Norm","Norm","OneFam","Two_Story","Good","Average","Gable","CompShg","VinylSd","VinylSd","BrkFace","Good","Typical","PConc","Good","Typical","No","Unf","Unf","GasA","Excellent","Y","SBrkr","Good","Typ","Good","Other","Fin","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",528292020,0,9505,2001,2001,180,7,0,884,884,884,1151,0,2035,0,0,2,1,3,1,8,1,2001,2,434,144,48,0,0,0,0,0,5,2010,222500
"60","Other","Residential_Low_Density","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Other","Gtl","Other","Norm","Norm","OneFam","Two_Story","Other","Average","Gable","CompShg","VinylSd","VinylSd","BrkFace","Good","Typical","PConc","Good","Typical","No","Unf","Unf","GasA","Excellent","Y","SBrkr","Good","Typ","Typical","Other","Fin","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",528328100,108,14774,1999,1999,165,7,0,1393,1393,1422,1177,0,2599,0,0,2,1,4,1,10,1,1999,3,779,668,30,0,0,0,0,0,5,2010,333168
"61","Other","Residential_Low_Density","No_Alley_Access","Other","Lvl","AllPub","Other","Gtl","Other","Norm","Norm","OneFam","Two_Story","Other","Average","Other","CompShg","VinylSd","VinylSd","BrkFace","Good","Typical","PConc","Other","Typical","No","Unf","Unf","GasA","Excellent","Y","SBrkr","Good","Typ","Typical","Attchd","Fin","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",528344070,60,17433,1998,1998,114,7,0,1629,1629,1645,830,0,2475,0,0,2,1,4,1,7,1,1998,3,962,23,172,0,0,256,0,0,1,2010,355000
"62","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","OneFam","One_Story","Good","Average","Other","CompShg","VinylSd","VinylSd","BrkFace","Good","Typical","PConc","Good","Typical","No","GLQ","Unf","GasA","Excellent","Y","SBrkr","Good","Typ","Typical","Attchd","Fin","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",528358010,59,10593,1996,1996,338,3,0,801,1720,1720,0,0,1720,1,0,2,0,3,1,7,1,1996,2,527,240,56,154,0,0,0,0,3,2010,260400
"63","Other","Residential_Low_Density","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Other","Gtl","Other","Norm","Norm","OneFam","Two_Story","Other","Average","Gable","CompShg","Other","Other","BrkFace","Good","Typical","PConc","Other","Typical","Other","GLQ","Unf","GasA","Excellent","Y","SBrkr","Good","Typ","Typical","Attchd","RFn","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",528363130,98,12256,1994,1995,362,3,0,431,1463,1500,1122,0,2622,1,0,2,1,3,1,9,2,1994,2,712,186,32,0,0,0,0,0,4,2010,325000
"64","Other","Residential_Low_Density","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Other","Gtl","Other","Norm","Norm","OneFam","Two_Story","Other","Other","Gable","CompShg","VinylSd","VinylSd","BrkFace","Good","Typical","PConc","Good","Typical","No","GLQ","Unf","GasA","Excellent","Y","SBrkr","Good","Typ","Good","Attchd","Fin","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",528382020,92,11764,1999,2007,348,3,0,628,1152,1164,1106,0,2270,0,0,2,1,4,1,9,1,1999,3,671,132,57,0,0,0,0,0,4,2010,290000
"65","Other","Residential_Low_Density","No_Alley_Access","Other","Lvl","AllPub","Other","Gtl","Other","Norm","Norm","OneFam","Two_Story","Good","Average","Gable","CompShg","VinylSd","VinylSd","BrkFace","Good","Typical","PConc","Good","Typical","No","Unf","Unf","GasA","Other","Y","SBrkr","Typical","Typ","No_Fireplace","Attchd","Fin","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",528382030,58,16770,1998,1998,30,7,0,1195,1195,1195,644,0,1839,0,0,2,1,4,1,7,0,1998,2,486,0,81,0,0,0,0,0,6,2010,221000
"66","Other","Residential_Low_Density","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Other","Gtl","Other","Norm","Norm","OneFam","Other","Other","Average","Other","CompShg","VinylSd","VinylSd","BrkFace","Good","Typical","PConc","Good","Typical","Other","GLQ","Unf","GasA","Excellent","Y","SBrkr","Good","Typ","Other","Attchd","Fin","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",528386040,56,14720,1995,1996,579,3,0,1217,2033,2053,1185,0,3238,1,0,2,1,4,1,9,1,1996,3,666,283,86,0,0,0,0,0,3,2010,410000
"67","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","OneFam","One_Story","Other","Average","Gable","CompShg","VinylSd","VinylSd","BrkFace","Good","Typical","PConc","Good","Typical","Other","Unf","Unf","GasA","Excellent","Y","SBrkr","Good","Typ","Good","Attchd","RFn","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",528445060,73,8987,2005,2006,226,7,0,1595,1595,1595,0,0,1595,0,0,2,0,2,1,6,1,2005,3,880,144,0,0,0,0,0,0,5,2010,221500
"68","One_Story_1946_and_Newer_All_Styles","Other","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","OneFam","One_Story","Good","Average","Other","CompShg","VinylSd","VinylSd","None","Good","Typical","PConc","Good","Typical","No","Unf","Unf","GasA","Excellent","Y","SBrkr","Good","Typ","No_Fireplace","Attchd","RFn","Typical","Typical","Paved","No_Pool","No_Fence","None","Other","Other",528456160,92,9215,2009,2010,0,7,0,1218,1218,1218,0,0,1218,0,0,2,0,2,1,4,0,2009,2,676,0,136,0,0,0,0,0,4,2010,204500
"69","Other","Other","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","OneFam","Two_Story","Good","Average","Gable","CompShg","VinylSd","VinylSd","None","Typical","Typical","PConc","Good","Typical","Other","GLQ","Unf","GasA","Excellent","Y","SBrkr","Good","Typ","No_Fireplace","Attchd","Unf","Typical","Typical","Paved","No_Pool","No_Fence","None","Other","Normal",528458070,72,8640,2009,2009,0,3,0,732,756,764,783,0,1547,0,0,2,1,3,1,7,0,2009,2,614,169,45,0,0,0,0,0,6,2010,215200
"70","One_Story_1946_and_Newer_All_Styles","Other","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","OneFam","One_Story","Other","Average","Gable","CompShg","VinylSd","VinylSd","Other","Good","Typical","PConc","Good","Typical","Other","GLQ","Unf","GasA","Excellent","Y","SBrkr","Good","Typ","No_Fireplace","Attchd","RFn","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",528458110,75,9000,2008,2008,36,3,0,488,1566,1566,0,0,1566,1,0,2,0,3,1,7,0,2008,2,750,144,168,0,0,0,0,0,4,2010,262500
"71","Other","Other","No_Alley_Access","Regular","Lvl","AllPub","Other","Gtl","Other","Norm","Norm","OneFam","Two_Story","Good","Average","Gable","CompShg","VinylSd","VinylSd","None","Good","Typical","PConc","Good","Typical","No","GLQ","Unf","GasA","Excellent","Y","SBrkr","Good","Typ","Good","Attchd","RFn","Typical","Typical","Paved","No_Pool","Other","None","WD ","Normal",528477080,100,12552,2004,2005,0,3,0,769,991,991,956,0,1947,0,0,2,1,3,1,8,1,2004,2,678,0,136,0,0,0,0,0,5,2010,254900
"72","One_Story_1946_and_Newer_All_Styles","Other","No_Alley_Access","Regular","Lvl","AllPub","Other","Gtl","Other","Norm","Norm","OneFam","One_Story","Above_Average","Average","Gable","CompShg","VinylSd","VinylSd","None","Good","Typical","PConc","Other","Typical","No","GLQ","Unf","GasA","Excellent","Y","SBrkr","Good","Typ","Good","Attchd","Fin","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",528480090,84,10440,2005,2005,0,3,0,54,1468,1468,0,0,1468,1,0,2,0,2,1,6,1,2005,2,528,0,102,0,0,216,0,0,5,2010,271500
"73","Other","Residential_Low_Density","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","OneFam","Two_Story","Good","Average","Gable","CompShg","VinylSd","VinylSd","None","Good","Typical","PConc","Good","Typical","No","GLQ","Unf","GasA","Excellent","Y","SBrkr","Good","Typ","No_Fireplace","Other","RFn","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",531367050,76,10142,2004,2004,0,3,0,300,956,956,1128,0,2084,1,0,2,1,4,1,8,0,2004,2,618,0,45,0,0,0,0,0,1,2010,233000
"74","Other","Residential_Low_Density","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","OneFam","Two_Story","Good","Average","Gable","CompShg","VinylSd","VinylSd","BrkFace","Good","Typical","PConc","Good","Typical","Other","Unf","Unf","GasA","Excellent","Y","SBrkr","Good","Typ","No_Fireplace","Attchd","RFn","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",531369060,70,11920,2004,2004,122,7,0,831,831,831,828,0,1659,0,0,2,1,3,1,8,0,2004,2,484,144,68,0,0,0,0,0,4,2010,181000
"75","Other","Residential_Low_Density","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","OneFam","Two_Story","Good","Average","Gable","CompShg","VinylSd","VinylSd","None","Good","Typical","PConc","Good","Typical","No","GLQ","Unf","GasA","Excellent","Y","SBrkr","Good","Typ","Other","Attchd","RFn","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",531380080,0,8880,1994,2002,0,3,0,253,948,1222,888,0,2110,1,0,2,1,3,1,8,2,1994,2,463,0,130,0,0,0,0,0,5,2010,205000
"76","Other","Residential_Low_Density","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","Other","One_Story","Above_Average","Average","Gable","CompShg","Other","Other","None","Typical","Typical","CBlock","Good","Typical","No","Other","Other","GasA","Typical","Y","SBrkr","Typical","Typ","Typical","Attchd","RFn","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",531451110,50,8012,1980,1980,0,2,119,261,923,923,0,0,923,0,0,2,0,2,1,5,1,1980,1,264,80,0,0,0,0,0,0,5,2010,143000
"77","Other","Residential_Low_Density","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","OneFam","Two_Story","Above_Average","Average","Gable","CompShg","Other","Other","None","Good","Typical","PConc","Good","Typical","No","Unf","Unf","GasA","Excellent","Y","SBrkr","Good","Typ","Typical","Attchd","RFn","Typical","Typical","Paved","No_Pool","Other","Other","WD ","Normal",531451280,70,11218,1992,1992,0,7,0,1055,1055,1055,790,0,1845,0,0,2,1,3,1,8,1,1992,2,462,635,104,0,0,0,0,400,5,2010,189000
"78","Other","Residential_Low_Density","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","Other","One_Story","Above_Average","Average","Gable","CompShg","Other","Other","None","Typical","Typical","CBlock","Good","Typical","No","Unf","Unf","GasA","Typical","Y","SBrkr","Typical","Typ","Typical","Attchd","Unf","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",531452020,55,7892,1979,1979,0,7,0,918,918,918,0,0,918,0,0,2,0,2,1,5,1,1979,1,264,28,0,0,0,0,0,0,4,2010,99500
"79","Other","Residential_Low_Density","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","Other","One_Story","Above_Average","Average","Gable","CompShg","Other","Other","None","Typical","Typical","CBlock","Good","Typical","No","Other","Other","GasA","Typical","Y","SBrkr","Typical","Typ","No_Fireplace","Attchd","Unf","Typical","Typical","Paved","No_Pool","Other","None","WD ","Normal",531452050,50,7175,1984,1984,0,1,121,0,744,752,0,0,752,1,0,1,0,2,1,4,0,1984,1,264,353,0,0,0,90,0,0,2,2010,125000
"80","Other","Residential_Low_Density","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Other","Gtl","Other","Other","Norm","OneFam","Two_Story","Good","Other","Gable","CompShg","Other","Other","None","Good","Typical","PConc","Good","Typical","No","Other","Unf","GasA","Excellent","Y","SBrkr","Good","Typ","No_Fireplace","Attchd","RFn","Typical","Typical","Paved","No_Pool","No_Fence","None","WD ","Normal",531452180,0,9453,1993,2003,0,2,0,594,996,1014,730,0,1744,0,0,2,1,3,1,7,0,1993,2,457,370,70,0,238,0,0,0,2,2010,194500
"81","One_Story_1946_and_Newer_All_Styles","Residential_Low_Density","No_Alley_Access","Regular","Lvl","AllPub","Other","Gtl","Other","Norm","Norm","OneFam","One_Story","Above_Average","Average","Other","CompShg","Other","Other","None","Typical","Typical","PConc","Good","Typical","No","GLQ","Unf","GasA","Typical","Y","SBrkr","Typical","Typ","No_Fireplace","Attchd","Unf","Typical","Typical","Paved","No_Pool","Other","None","WD ","Normal",531453010,81,9672,1984,1985,0,3,0,702,1040,1097,0,0,1097,0,0,2,0,3,1,6,0,1986,2,480,0,0,0,0,0,0,0,5,2010,152000
"82","Other","Residential_Low_Density","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Other","Norm","Norm","OneFam","Two_Story","Above_Average","Other","Gable","CompShg","Other","Other","BrkFace","Typical","Typical","CBlock","Good","Typical","No","Unf","Unf","GasA","Typical","Y","SBrkr","Typical","Typ","Typical","Attchd","Unf","Typical","Typical","Paved","No_Pool","Other","None","WD ","Normal",531453040,70,8400,1980,1981,130,7,0,650,650,888,676,0,1564,0,0,2,1,3,1,7,1,1980,2,476,0,50,0,0,204,0,0,4,2010,171000
